City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
509,Kropotkin,RU,51.15,light rain,45.4375,40.5756,Hotel Europe Kropotkin
512,Neiafu,TO,80.6,scattered clouds,-18.65,-173.9833,Mystic Sands
515,Oistins,BB,84.2,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
516,Liwale,TZ,71.71,light rain,-9.7667,37.9333,Samoma Lodge
517,Chunhuhub,MX,77.29,clear sky,19.55,-88.6833,
518,Luba,GQ,80.6,few clouds,3.4568,8.5547,
520,Mahenge,TZ,65.37,moderate rain,-8.6833,36.7167,Mkondosii Guest House
522,Pisco,PE,75.2,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
526,Katherine,AU,80.6,overcast clouds,-14.4667,132.2667,Pine Tree Motel
527,Mildura,AU,66.2,clear sky,-34.2,142.15,Mercure Hotel Mildura
528,Mareeba,AU,77.0,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
529,Kambove,CD,62.76,overcast clouds,-10.8764,26.5969,Couvant des soeurs catholiques
531,Cerritos,US,66.99,few clouds,33.8583,-118.0648,La Quinta Inn & Suites by Wyndham Buena Park
532,Esna,EG,68.0,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
535,Cairns,AU,77.0,moderate rain,-16.9167,145.7667,Mantra Trilogy Cairns
537,Ouesso,CG,80.4,scattered clouds,1.6136,16.0517,Hôtel ABENI
538,Nedjo,ET,67.5,overcast clouds,9.5046,35.5019,Yerosan Hotel
539,Jand,PK,50.97,clear sky,33.4299,72.0193,Mohalla Takia
544,Meulaboh,ID,74.75,overcast clouds,4.1363,96.1285,Kost Pria
545,Rawah,IQ,51.39,overcast clouds,34.4816,41.9093,المملكة الراوية الهاشمية
546,Gidole,ET,61.81,clear sky,5.65,37.3667,Shallom mekaneyesus church
548,Tenabo,MX,75.2,scattered clouds,20.05,-90.2333,HOSPEDAJE MARTINEZ
550,Lakes Entrance,AU,59.0,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
557,Surt,LY,74.35,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
561,Tiarei,PF,82.4,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
563,Vila Do Maio,CV,73.4,broken clouds,15.1333,-23.2167,Residence 'I Delfini'
565,Pochutla,MX,84.2,few clouds,15.7432,-96.4661,Hotel Posada San Jose
567,La Orilla,MX,83.34,clear sky,17.9833,-102.2333,Baymont by Wyndham Lazaro Cardenas
569,Porto Torres,IT,53.6,broken clouds,40.835,8.3972,Hotel Elisa
571,The Valley,AI,84.2,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
572,Jaguaruna,BR,82.78,scattered clouds,-28.615,-49.0256,Pousada Recanto das Flores Jaguaruna
